Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score,GeneCards Link or Note,ensembl_gene_id
USP22,Ubiquitin Specific Peptidase 22,Protein Coding,Q9UPT9,49,GC17M020999,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP22,ENSG00000124422
USP39,Ubiquitin Specific Peptidase 39,Protein Coding,Q53GS9,43,GC02P086489,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP39,ENSG00000168883
USP49,Ubiquitin Specific Peptidase 49,Protein Coding,Q70CQ1,42,GC06M093999,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP49,ENSG00000164663
VIRMA,Vir Like M6A Methyltransferase Associated,Protein Coding,Q69YN4,42,GC08M094496,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIRMA,ENSG00000164944
WBP11,WW Domain Binding Protein 11,Protein Coding,Q9Y2W2,44,GC12M014784,1.868379593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WBP11,ENSG00000084463
WBP4,WW Domain Binding Protein 4,Protein Coding,O75554,41,GC13P041061,2.223830938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WBP4,ENSG00000120688
WDR70,WD Repeat Domain 70,Protein Coding,Q9NW82,40,GC05P037976,1.382823944,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR70,ENSG00000082068
WDR77,WD Repeat Domain 77,Protein Coding,Q9BQA1,45,GC01M111439,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR77,ENSG00000116455
WDR83,WD Repeat Domain 83,Protein Coding,Q9BRX9,38,GC19P012666,0.841007054,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR83,ENSG00000123154
WT1,WT1 Transcription Factor,Protein Coding,P19544,56,GC11M032365,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WT1,ENSG00000184937
WTAP,WT1 Associated Protein,Protein Coding,Q15007,46,GC06P159725,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WTAP,ENSG00000146457
XAB2,XPA Binding Protein 2,Protein Coding,Q9HCS7,46,GC19M007619,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XAB2,ENSG00000076924
YBX1,Y-Box Binding Protein 1,Protein Coding,P67809,49,GC01P042682,2.772714376,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YBX1,ENSG00000065978
YJU2,YJU2 Splicing Factor Homolog,Protein Coding,Q9BW85,39,GC19P111986,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YJU2,ENSG00000105248
YJU2B,YJU2 Splicing Factor Homolog B,Protein Coding,P13994,35,GC19P112494,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YJU2B,ENSG00000104957
YTHDC1,YTH N6-Methyladenosine RNA Binding Protein C1,Protein Coding,Q96MU7,46,GC04M068310,0.971111298,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YTHDC1,ENSG00000275272
YTHDC1,YTH N6-Methyladenosine RNA Binding Protein C1,Protein Coding,Q96MU7,46,GC04M068310,0.971111298,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YTHDC1,ENSG00000083896
ZBTB7A,Zinc Finger And BTB Domain Containing 7A,Protein Coding,O95365,45,GC19M091813,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB7A,ENSG00000178951
ZBTB8OS,Zinc Finger And BTB Domain Containing 8 Opposite Strand,Protein Coding,Q8IWT0,39,GC01M032600,1.463359833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB8OS,ENSG00000176261
ZC3H10,Zinc Finger CCCH-Type Containing 10,Protein Coding,Q96K80,40,GC12P056118,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H10,ENSG00000135482
ZC3H13,Zinc Finger CCCH-Type Containing 13,Protein Coding,Q5T200,39,GC13M045954,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H13,ENSG00000123200
ZCCHC8,Zinc Finger CCHC-Type Containing 8,Protein Coding,Q6NZY4,46,GC12M123651,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZCCHC8,ENSG00000033030
ZCRB1,Zinc Finger CCHC-Type And RNA Binding Motif Containing 1,Protein Coding,Q8TBF4,40,GC12M042312,2.66305542,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZCRB1,ENSG00000139168
ZMAT2,Zinc Finger Matrin-Type 2,Protein Coding,Q96NC0,39,GC05P153511,2.069503307,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMAT2,ENSG00000146007
ZMAT5,Zinc Finger Matrin-Type 5,Protein Coding,Q9UDW3,37,GC22M029730,2.461931705,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMAT5,ENSG00000100319
ZNF326,Zinc Finger Protein 326,Protein Coding,Q5BKZ1,43,GC01P089995,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF326,ENSG00000162664
ZNF638,Zinc Finger Protein 638,Protein Coding,Q14966,42,GC02P071276,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF638,ENSG00000075292
ZNF830,Zinc Finger Protein 830,Protein Coding,Q96NB3,37,GC17P034961,1.868379593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF830,ENSG00000198783
ZPR1,ZPR1 Zinc Finger,Protein Coding,O75312,48,GC11M126472,0.686679363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZPR1,ENSG00000109917
ZRANB2,Zinc Finger RANBP2-Type Containing 2,Protein Coding,O95218,41,GC01M071063,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZRANB2,ENSG00000132485
ZRSR2,"Zinc Finger CCCH-Type, RNA Binding Motif And Serine/Arginine Rich 2",Protein Coding,Q15696,43,GC0XP015790,2.66305542,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZRSR2,ENSG00000169249
ZRSR2P1,ZRSR2 Pseudogene 1,Pseudogene,Q15695,27,GC05P112917,0.485555649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZRSR2P1,ENSG00000212643
