gene_id	start	end	n_variants
ENSG00000186790.6	47416285	47418052	3
ENSG00000186564.6	47438044	47440691	4
ENSG00000269113.4	47760528	47997385	288
ENSG00000117834.13	48222685	48248644	32
ENSG00000132122.12	48295373	48472208	136
ENSG00000186094.18	48532854	50023954	1144
ENSG00000162373.13	48727519	48776969	52
ENSG00000162374.18	50024029	50203772	125
ENSG00000142700.12	50417550	50423443	2
ENSG00000185104.21	50437028	50960267	256
ENSG00000123080.12	50960745	50974634	11
ENSG00000204006.11	51102221	51148086	13
ENSG00000123091.5	51236273	51273447	13
ENSG00000085831.16	51287258	51345116	9
ENSG00000085832.18	51354263	51519328	29
ENSG00000117859.19	51577179	51798427	31
ENSG00000078618.23	51789191	51878805	89
ENSG00000169213.7	51907956	51990700	95
ENSG00000117862.13	52020131	52055191	19
ENSG00000285839.1	52020153	52033350	5
ENSG00000198841.4	52032103	52033810	0
ENSG00000134717.18	52056199	52090716	44
ENSG00000157077.16	52142089	52348671	106
ENSG00000154222.15	52345723	52366205	4
ENSG00000085840.13	52372829	52404423	4
ENSG00000134748.13	52404602	52420836	4
ENSG00000134744.14	52408282	52553487	73
ENSG00000116157.6	52602371	52609051	15
ENSG00000182183.15	52633168	52669683	20
ENSG00000162377.6	52684449	52698347	4
ENSG00000162378.13	52726453	52827336	219
ENSG00000203995.11	52842511	52894998	85
ENSG00000121310.17	52895910	52927212	19
ENSG00000116171.19	52927276	53051698	56
ENSG00000174348.14	53062052	53085501	32
ENSG00000162383.13	53087179	53142638	207
ENSG00000157184.7	53196792	53214197	5
ENSG00000162384.14	53214099	53220634	1
ENSG00000162385.11	53226900	53238518	1
ENSG00000157193.18	53242364	53328469	44
ENSG00000143006.7	53459399	53467488	14
ENSG00000174332.6	53506237	53739164	309
ENSG00000058804.12	53765478	53838463	15
ENSG00000058799.15	53851719	53889798	12
ENSG00000211452.12	53891239	53911086	10
ENSG00000081870.12	53916574	53945699	2
ENSG00000116212.15	53946085	53968168	8
ENSG00000203985.11	54007298	54018186	19
ENSG00000116209.12	54026681	54053504	10
ENSG00000116205.14	54053584	54112519	36
ENSG00000256407.2	54132686	54200073	94
ENSG00000157211.12	54132687	54153770	45
ENSG00000215883.11	54169651	54200036	26
ENSG00000116221.15	54184041	54225464	48
ENSG00000157216.17	54225432	54413479	218
ENSG00000162390.18	54542257	54639192	123
ENSG00000162391.12	54609181	54623556	21
ENSG00000184313.20	54641754	54710266	122
ENSG00000271723.5	54641786	54742308	148
ENSG00000243725.7	54715861	54742657	23
ENSG00000162396.6	54756898	54764523	15
ENSG00000006555.11	54779712	54801323	37
ENSG00000162398.12	54806063	54842252	131
ENSG00000116133.13	54849627	54887195	87
ENSG00000143001.5	54980628	54992288	38
ENSG00000162399.9	54998933	55017172	36
ENSG00000169174.12	55039447	55064852	82
ENSG00000162402.15	55066359	55215378	167
ENSG00000284686.1	56173433	56524495	706
ENSG00000162407.9	56494761	56645301	120
ENSG00000162409.12	56645314	56715335	122
ENSG00000187889.13	56718789	56819696	132
ENSG00000157131.12	56854768	56918223	18
ENSG00000021852.14	56929207	56974383	59
ENSG00000173406.16	56994778	58546734	2423
ENSG00000162600.12	58415384	58546802	241
ENSG00000184292.7	58575433	58577252	3
ENSG00000162601.12	58643440	58700090	25
ENSG00000177606.9	58776845	58784048	4
ENSG00000172456.18	59296638	59810647	468
ENSG00000134709.13	59814786	59876322	10
ENSG00000134716.11	59893308	59926773	1
ENSG00000162598.13	59987269	60073770	94
ENSG00000162599.18	60865259	61462788	554
ENSG00000162604.13	61681046	61725423	81
ENSG00000132849.22	61742477	62178675	924
ENSG00000240563.2	62194849	62212328	53
ENSG00000132854.19	62236165	62319434	155
ENSG00000162607.13	62436297	62451804	3
ENSG00000116641.18	62454298	62688386	216
ENSG00000132855.5	62597520	62606313	1
ENSG00000125703.15	62784132	62865516	108
ENSG00000187140.6	63322567	63325128	3
ENSG00000088035.18	63367575	63438553	92
ENSG00000142856.17	63440770	63593721	291
ENSG00000203965.13	63523372	63572693	84
ENSG00000079739.17	63593411	63660245	79
ENSG00000185483.13	63774017	64181498	541
ENSG00000177414.14	64203623	64267368	63
ENSG00000158966.16	64470129	64693058	218
ENSG00000162437.15	64745075	64833232	6
ENSG00000162434.14	64833223	65067754	159
ENSG00000162433.15	65147549	65232145	22
ENSG00000116675.16	65248219	65415871	301
ENSG00000213625.9	65420587	65436007	29
ENSG00000116678.20	65420652	65641559	264
ENSG00000184588.18	65792514	66374579	748
ENSG00000118473.23	66533267	66751139	464
ENSG00000152760.10	66752459	66779047	12
ENSG00000172410.5	66797740	66801276	5
ENSG00000152763.17	66812885	66924856	139
ENSG00000198160.15	66924895	66988619	92
ENSG00000116704.8	66999350	67054148	148
ENSG00000203963.12	67092165	67231853	215
ENSG00000162594.17	67138907	67259979	129
ENSG00000081985.14	67307364	67398724	172
ENSG00000142864.15	67407810	67430415	24
ENSG00000116717.13	67685201	67688334	7
ENSG00000172380.6	67701475	67833467	159
ENSG00000162595.8	68045886	68051717	2
ENSG00000116729.14	68098473	68233120	167
ENSG00000116745.7	68428822	68449954	26
ENSG00000024526.17	68474152	68497221	34
ENSG00000033122.21	69567922	70151945	918
ENSG00000066557.6	70144805	70205579	51
ENSG00000116754.14	70205682	70253052	16
ENSG00000118454.13	70258999	70354734	84
ENSG00000116761.12	70411218	70439851	34
ENSG00000050628.21	70852353	71047816	293
ENSG00000132485.14	71063291	71081289	10
ENSG00000172260.15	71395943	72282539	889
ENSG00000162620.16	74026015	74198187	158
ENSG00000259030.8	74198235	74544393	492
ENSG00000254685.8	74198238	74234086	77
ENSG00000116783.15	74235387	74544428	411
ENSG00000162621.7	74469376	74512611	35
ENSG00000178965.14	74568117	74673792	66
ENSG00000116791.14	74705482	74733408	41
ENSG00000162623.16	74733152	74766678	35
ENSG00000162624.16	75128434	75161533	46
ENSG00000137968.17	75202129	75611114	667
ENSG00000117054.15	75724431	75787575	101
ENSG00000137955.16	75786197	75795086	12
ENSG00000057468.7	75796882	75913242	217
ENSG00000154007.7	75918873	75932404	36
ENSG00000184005.12	76074746	76634603	647
ENSG00000117069.15	76867480	77067546	75
ENSG00000142892.15	77088989	77219430	127
ENSG00000154027.19	77282019	77559966	523
ENSG00000036549.13	77562416	77683419	102
ENSG00000077254.14	77695987	77759852	45
ENSG00000180488.17	77779624	77879540	60
ENSG00000162614.19	77888513	77943895	48
ENSG00000162613.18	77944055	77979110	4
ENSG00000162616.9	77979175	78017964	39
ENSG00000137960.6	77979542	78138444	151
ENSG00000122420.10	78303884	78540701	206
ENSG00000137959.17	78619902	78646145	31
ENSG00000137965.11	78649796	78664078	11
ENSG00000162618.15	78889764	79282124	524
ENSG00000117114.21	81306147	81993932	1001
ENSG00000137941.17	83865024	83999150	164
ENSG00000142875.21	84078062	84238498	173
ENSG00000203943.9	84298366	84389957	99
ENSG00000137976.8	84398484	84415018	21
ENSG00000117133.11	84479259	84498352	30
ENSG00000174021.12	84498323	84506581	11
ENSG00000122432.19	84506300	84567379	93
ENSG00000117151.13	84549611	84574480	28
ENSG00000117155.17	84643706	84690803	79
ENSG00000171517.6	84811602	84893206	136
ENSG00000153898.13	84925583	84997113	188
ENSG00000162643.13	84999147	85133138	266
ENSG00000055732.13	85018082	85048500	38
ENSG00000097096.10	85156889	85201724	38
ENSG00000162642.14	85249953	85259672	21
ENSG00000142867.14	85265776	85276632	22
ENSG00000153904.21	85318481	85578363	287
ENSG00000142871.18	85580761	85584589	5
ENSG00000117174.11	85649417	85708433	71
ENSG00000171502.15	85729233	86156943	968
ENSG00000122417.16	86346824	86396342	17
ENSG00000137975.8	86424171	86456553	119
ENSG00000016490.16	86468368	86500259	85
ENSG00000016602.9	86547078	86580754	30
ENSG00000097033.15	86704570	86748184	6
ENSG00000183291.18	86862445	86914424	8
ENSG00000153936.18	86914635	87109982	232
ENSG00000267561.2	86993009	87169204	251
ENSG00000143013.13	87328880	87348923	11
ENSG00000065243.20	88684222	88836255	81
ENSG00000137947.12	88852633	88891944	27
ENSG00000137944.18	88935773	88992953	24
ENSG00000213516.10	88979456	88992960	6
ENSG00000117226.12	89006679	89022894	16
ENSG00000117228.11	89051882	89065360	6
ENSG00000162645.13	89106132	89150456	68
ENSG00000213512.3	89131742	89176009	47
ENSG00000162654.9	89181144	89198942	12
ENSG00000154451.15	89256189	89272860	8
ENSG00000183347.15	89364059	89388160	51
ENSG00000197147.15	89524829	89597861	110
ENSG00000288629.1	89579592	89579654	0
ENSG00000171488.15	89633072	89769903	142
ENSG00000271949.1	89633140	89933250	382
ENSG00000171492.14	89821014	89936611	117
ENSG00000162664.17	89995110	90035533	31
ENSG00000143032.8	90711539	90717302	1
ENSG00000122482.22	90915298	91022272	44
ENSG00000162669.16	91260766	91404856	215
ENSG00000097046.13	91500851	91525764	38
ENSG00000069702.11	91680343	91906335	483
ENSG00000137948.19	91949343	92014426	122
ENSG00000172031.7	92029985	92063538	32
ENSG00000230667.7	92074533	92075411	0
ENSG00000189195.15	92080305	92184725	13
ENSG00000203910.9	92217915	92245813	17
ENSG00000174842.17	92246402	92298987	24
ENSG00000122484.9	92299059	92402056	66
ENSG00000162676.13	92473043	92486925	14
ENSG00000067208.17	92508696	92792404	432
ENSG00000122406.14	92832013	92841924	8
ENSG00000154511.12	92832737	92961522	192
ENSG00000143033.18	93079235	93139079	91
ENSG00000117500.13	93149742	93180516	41
ENSG00000122483.18	93179919	93278730	135
ENSG00000117505.13	93345907	93369493	40
ENSG00000137942.18	93448118	93554661	91
ENSG00000137936.18	93561741	93847150	240
ENSG00000067334.14	93866284	93879918	42
ENSG00000023909.10	93885199	93909456	39
ENSG00000198691.14	93992834	94121148	152
ENSG00000137962.13	94148988	94275068	146
ENSG00000117528.14	94418389	94518666	83
ENSG00000117525.14	94529173	94541759	15
ENSG00000143036.17	94820342	94895246	222
ENSG00000117519.16	94896949	94927223	36
ENSG00000172339.10	94974405	95072951	99
ENSG00000152078.10	95117355	95197607	73
ENSG00000271092.5	95117923	95247225	130
ENSG00000122481.17	95234210	95247225	16
ENSG00000117569.20	96721665	96823738	92
ENSG00000188641.14	97077743	97995000	1006
ENSG00000162627.17	98661701	98760500	252
ENSG00000117598.14	98890245	99227929	514
ENSG00000117600.14	99264292	99309590	22
ENSG00000099260.12	99646113	99694541	48
ENSG00000156869.14	99703970	99766635	179
ENSG00000162688.17	99850361	99924023	135
ENSG00000117620.15	99969351	100035634	46
ENSG00000283761.1	99970011	100083321	86
ENSG00000156875.14	100038095	100083377	38
ENSG00000156876.10	100083563	100132955	48
ENSG00000122435.11	100133150	100150496	12
ENSG00000122477.14	100148448	100178267	22
ENSG00000137992.15	100186919	100249834	107
ENSG00000137996.13	100266216	100292769	58
ENSG00000079335.20	100345001	100520277	135
ENSG00000181656.7	100538139	100542021	7
ENSG00000162692.12	100719742	100739045	16
ENSG00000162694.14	100872372	100895179	4
ENSG00000162695.12	100896076	100981757	13
ENSG00000117543.22	100989623	101026088	6
ENSG00000170989.10	101236865	101243713	5
ENSG00000118733.17	101802560	101996926	379
ENSG00000060718.22	102876467	103108872	637
ENSG00000185946.16	103525691	103555239	25
ENSG00000240038.8	103553815	103579534	13
ENSG00000243480.8	103617427	103625780	0
ENSG00000237763.10	103655760	103664554	0
ENSG00000174876.17	103687415	103696454	0
ENSG00000187733.7	103745323	103758726	0
ENSG00000198890.9	107056674	107067636	1
ENSG00000162631.20	107140007	107484923	472
ENSG00000134215.16	107571161	107965180	534
ENSG00000085491.17	108134043	108200849	165
ENSG00000196427.14	108222464	108244081	0
ENSG00000186086.19	108450282	108471920	0
ENSG00000162636.16	108560089	108644900	69
ENSG00000162639.16	108648290	108661526	5
ENSG00000134186.12	108692310	108702928	3
ENSG00000143107.10	108712908	108742749	56
ENSG00000116266.11	108746674	108809523	148
ENSG00000162641.20	108815898	108963484	265
ENSG00000121957.15	108875350	108934545	87
ENSG00000121940.17	108881885	108963527	125
ENSG00000085433.17	108970214	109042113	150
ENSG00000197780.11	109062496	109076012	24
ENSG00000215717.7	109090764	109096934	15
ENSG00000179902.13	109105951	109113857	14
ENSG00000116299.17	109113679	109206781	163
ENSG00000031698.13	109213918	109238182	32
ENSG00000143126.8	109249539	109275751	41
ENSG00000134222.16	109279556	109283186	1
ENSG00000221986.7	109292365	109307011	19
ENSG00000134243.12	109309568	109397918	31
ENSG00000143106.13	109399042	109426448	2
ENSG00000143028.9	109466546	109482134	10
ENSG00000162650.17	109483479	109492804	7
ENSG00000174151.15	109494052	109502932	13
ENSG00000181754.7	109504178	109509738	5
ENSG00000156097.13	109539872	109548406	5
ENSG00000065135.12	109548615	109600195	52
ENSG00000134183.13	109603091	109619929	10
ENSG00000116337.20	109616104	109632051	16
ENSG00000168765.19	109656099	109665496	10
ENSG00000213366.13	109668022	109709551	11
ENSG00000134184.13	109687814	109709039	3
ENSG00000134201.12	109711780	109775428	100
ENSG00000134202.12	109733932	109741038	10
ENSG00000198758.11	109750080	109764027	32
ENSG00000184371.14	109910242	109930992	18
ENSG00000168710.18	109984765	110023742	17
ENSG00000143093.15	110031577	110074641	47
ENSG00000156150.9	110059870	110070672	18
ENSG00000186150.5	110112443	110113947	1
ENSG00000197106.7	110150494	110202202	88
ENSG00000116396.15	110210314	110283100	138
ENSG00000162775.17	110338506	110346681	7
ENSG00000168679.18	110362851	110391082	34
ENSG00000134248.14	110401249	110407942	12
ENSG00000143125.6	110451149	110457358	8
ENSG00000143105.7	110517217	110519175	3
ENSG00000177301.16	110519837	110631474	168
ENSG00000177272.10	110653560	110674940	29
ENSG00000143119.14	110871188	110899922	61
ENSG00000121931.16	110947190	110963965	12
ENSG00000156171.15	111117163	111140203	11
ENSG00000134255.16	111139479	111185104	18
ENSG00000162777.17	111185969	111204535	16
ENSG00000064886.14	111200771	111243440	53
ENSG00000134216.19	111290851	111320566	33
ENSG00000173947.14	111346600	111353013	3
ENSG00000085465.13	111414319	111427735	29
ENSG00000116455.14	111439890	111449256	5
ENSG00000116459.11	111448864	111462773	17
ENSG00000143110.12	111473792	111478512	9
ENSG00000121933.19	111483348	111563962	133
ENSG00000282608.2	111499429	111503633	10
ENSG00000116473.15	111542218	111716691	248
ENSG00000197852.12	111680630	111755824	116
ENSG00000064703.13	111754832	111775602	28
ENSG00000171385.11	111770662	111989668	320
ENSG00000143079.15	112396214	112463456	158
ENSG00000134245.18	112466541	112530165	77
ENSG00000007341.19	112523514	112620825	128
ENSG00000116489.13	112619805	112671616	55
ENSG00000155363.19	112673141	112700756	21
ENSG00000155366.17	112701127	112707434	5
ENSG00000271810.5	112702614	112711433	6
ENSG00000155367.16	112709994	112715332	5
ENSG00000184599.14	112718905	112727235	9
ENSG00000155380.13	112911847	112957593	47
ENSG00000198799.12	113073198	113132260	90
ENSG00000081026.19	113390515	113685923	257
ENSG00000116793.16	113696831	113759489	65
ENSG00000081019.14	113761832	113812476	39
ENSG00000134242.16	113813811	113871753	84
ENSG00000188761.13	113876816	113887581	21
ENSG00000134262.13	113894194	113905201	6
ENSG00000118655.8	113904619	113914086	6
ENSG00000163349.22	113929324	113977869	38
ENSG00000116774.12	113979391	114035572	81
ENSG00000134207.17	114089291	114153880	96
ENSG00000197323.12	114392790	114511203	136
ENSG00000116752.6	114567557	114581629	18
ENSG00000175984.16	114582848	114670422	116
ENSG00000116748.22	114673090	114695618	23
ENSG00000213281.5	114704469	114716771	5
ENSG00000009307.17	114716913	114758676	14
ENSG00000052723.12	114769479	114780685	4
ENSG00000198765.12	114854863	114995370	94
ENSG00000134200.4	115029826	115034302	18
ENSG00000134198.10	115048011	115089503	93
ENSG00000134259.6	115285904	115338770	72
ENSG00000173218.15	115641970	115698224	10
ENSG00000118729.13	115700021	115768884	110
ENSG00000177551.5	115836377	115843917	16
ENSG00000163393.13	115976513	116070054	90
ENSG00000173212.5	116111399	116138149	2
ENSG00000163399.16	116372668	116410261	7
ENSG00000116815.16	116514534	116571039	5
ENSG00000143061.18	116574399	116667755	8
ENSG00000116824.5	116754430	116769229	8
ENSG00000134247.10	116909916	116990353	112
ENSG00000134256.13	117001750	117036552	40
ENSG00000116830.12	117060326	117107453	54
ENSG00000134253.10	117111060	117122587	26
ENSG00000134258.18	117143587	117210960	123
ENSG00000198162.12	117367449	117528872	157
ENSG00000183508.5	117606048	117628389	54
ENSG00000196505.11	117863485	117929621	6
ENSG00000065183.16	117929720	117966543	4
ENSG00000155761.14	117953590	118185228	58
ENSG00000092607.15	118883046	118989556	130
ENSG00000116874.12	119031216	119140654	166
ENSG00000116882.15	119368779	119394130	20
ENSG00000203859.10	119414931	119423035	3
ENSG00000203857.10	119507198	119515054	2
ENSG00000143067.5	119619377	119648266	49
ENSG00000092621.13	119648411	119744218	81
ENSG00000134240.12	119748002	119768905	27
ENSG00000134193.15	119794017	119811580	16
ENSG00000134249.7	119893533	119896515	0
ENSG00000134250.21	119911553	120100779	26
ENSG00000265808.4	120150898	120176520	2
ENSG00000270231.5	120415035	120469676	2
ENSG00000286106.3	120723912	120794851	0
ENSG00000273136.8	120723949	120842110	2
ENSG00000263353.4	120889771	120890530	0
ENSG00000188610.12	121167646	121185539	0
ENSG00000171943.12	121184811	121392874	1
ENSG00000273213.4	143894544	143905977	0
ENSG00000263513.6	143955287	143971986	0
ENSG00000271567.2	144372875	144373634	0
ENSG00000266338.7	144421390	144461676	1
ENSG00000279782.3	144592893	144593652	0
ENSG00000196369.12	144887265	145095528	0
ENSG00000215784.6	145095974	145112696	0
ENSG00000289549.1	145241415	145242174	0
ENSG00000162825.18	145289900	145425603	3
ENSG00000117262.19	145607988	145670650	5
ENSG00000174827.14	145670852	145708148	5
ENSG00000117281.16	145719471	145739288	12
ENSG00000265491.5	145738868	145824095	89
ENSG00000186141.10	145824053	145844402	7
ENSG00000186364.12	145845630	145848954	2
ENSG00000131788.16	145848522	145859836	3
ENSG00000198483.13	145866560	145885866	34
ENSG00000143127.13	145891208	145910111	8
ENSG00000131779.11	145911350	145918717	3
ENSG00000289565.1	145917714	145926741	4
ENSG00000265241.8	145921556	145927678	4
ENSG00000280778.1	145927258	145977811	28
ENSG00000271601.4	145933423	145958017	13
ENSG00000272031.3	145959441	145964575	4
ENSG00000121851.13	145964690	145978848	4
ENSG00000265972.6	145992435	145996579	6
ENSG00000168509.20	146017468	146036746	20
ENSG00000271425.9	146064711	146229000	1
ENSG00000264343.7	146146203	146229041	1
ENSG00000270339.4	146344006	146344765	0
ENSG00000268043.9	146938324	146996202	0
ENSG00000131791.8	147155106	147172550	23
ENSG00000131781.13	147175351	147243050	85
ENSG00000131778.20	147242654	147295765	117
ENSG00000116128.12	147541501	147626216	65
ENSG00000288626.1	147611590	147611796	0
ENSG00000162836.12	147629652	147670524	42
ENSG00000265107.3	147756199	147773362	35
ENSG00000121634.6	147902795	147909269	10
ENSG00000188092.15	147928393	147993592	0
ENSG00000263956.8	148102047	148152322	2
ENSG00000236334.3	148482548	148483302	0
ENSG00000270629.7	148531385	148679742	0
ENSG00000286019.2	148600285	148679746	0
ENSG00000177144.8	148748774	148752415	0
ENSG00000178104.22	148808140	149048286	1
ENSG00000269713.9	149052186	149103561	0
ENSG00000286219.2	149390621	149471833	0
ENSG00000286185.1	149390623	149556361	0
ENSG00000271383.9	149475045	149556361	0
ENSG00000288867.1	149583848	149584607	0
ENSG00000150337.14	149782671	149791675	0
ENSG00000203814.7	149782689	149812373	1
ENSG00000183598.4	149813225	149813693	0
