"gene","gene_name","stage","direction","median_gc_pct","median_tx_length","logFC","FDR"
"ENSG00000204843","DCTN1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",57.37,650,-2.25854590051681,2.98945585743591e-06
"ENSG00000165502","RPL36AL","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",41.57,676,1.58747147987981,2.98945585743591e-06
"ENSG00000135097","MSI1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",59.03,698,1.97153297308673,2.98945585743591e-06
"ENSG00000153560","UBP1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",45.91,859,1.98400877533216,2.98945585743591e-06
"ENSG00000137834","SMAD6","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",58.91,1401,3.2126099738273,3.00290770969967e-06
"ENSG00000126970","ZC4H2","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",48.25,2363,-1.84708943933273,3.00290770969967e-06
"ENSG00000092964","DPYSL2","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",51.61,659.5,-2.2951673449621,3.00328078131904e-06
"ENSG00000167522","ANKRD11","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",58.03,1082,2.34005455490276,3.0088153302264e-06
"ENSG00000079482","OPHN1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",44.38,2139,2.38699142172886,3.03914725707855e-06
"ENSG00000182095","TNRC18","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",66.8,841,2.36765518064299,3.09061236940061e-06
"ENSG00000144649","GASK1A","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",56.3,2887,2.75826683158718,3.14113894206203e-06
"ENSG00000197283","SYNGAP1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",58.71,175.5,3.2088018622997,3.14113894206203e-06
"ENSG00000100731","PCNX1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",45.82,583,1.8896166980224,3.14113894206203e-06
"ENSG00000125166","GOT2","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",51.95,983,-2.18385110572104,3.14113894206203e-06
"ENSG00000109790","KLHL5","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",39.49,3288,1.62659236600667,3.14113894206203e-06
"ENSG00000153391","INO80C","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",50.7,594.5,2.28308220303993,3.14113894206203e-06
"ENSG00000136213","CHST12","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",55.78,9023,1.94472448990052,3.14113894206203e-06
"ENSG00000114999","TTL","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",45.97,2621,2.15936414651796,3.14113894206203e-06
"ENSG00000103051","COG4","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",53.79,2755,-2.10606700320235,3.14113894206203e-06
"ENSG00000159335","PTMS","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",65.92,976,3.91520895778003,3.14113894206203e-06
"ENSG00000139352","ASCL1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",52.04,2481,1.81497384765969,3.14113894206203e-06
"ENSG00000169609","C15orf40","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",50.33,550,1.86920757846471,3.14113894206203e-06
"ENSG00000113657","DPYSL3","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",50.98,746,-2.36356145714537,3.15157374729999e-06
"ENSG00000006071","ABCC8","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",57.99,4760.5,2.89800054147013,3.18977000764955e-06
"ENSG00000107890","ANKRD26","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",38.81,2145,2.37682293605522,3.20556967141363e-06
"ENSG00000256061","DNAAF4","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",41.22,1445,2.45069275618446,3.20556967141363e-06
"ENSG00000118762","PKD2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",45.02,1362,3.08146861071712,3.21344525030522e-06
"ENSG00000122490","SLC66A2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",63.11,860.5,3.19404642275555,3.25848855764707e-06
"ENSG00000140400","MAN2C1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",61.03,744.5,-2.07240716917163,3.28835788958333e-06
"ENSG00000134910","STT3A","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",47.25,607,-1.94531790726307,3.28835788958333e-06
"ENSG00000172146","OR1A1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",42.51,3743,3.00102828292103,3.35492658288761e-06
"ENSG00000154928","EPHB1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",55.06,729,-2.98060204377908,3.35728134978817e-06
"ENSG00000165409","TSHR","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",44.98,1232.5,4.83228135547834,3.40441642333354e-06
"ENSG00000126461","SCAF1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",62.78,576.5,2.72205455355259,3.40441642333354e-06
"ENSG00000070444","MNT","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",63.64,580,2.30738003042091,3.40441642333354e-06
"ENSG00000136848","DAB2IP","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",61.4,1184,1.93341476595453,3.44519929715609e-06
"ENSG00000185262","UBALD2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",67.83,660,4.3314847676939,3.50195292598126e-06
"ENSG00000106070","GRB10","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",51.36,2103,2.07320383079141,3.526251257978e-06
"ENSG00000115919","KYNU","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",39.28,776,3.88825030731625,3.52625174749067e-06
"ENSG00000247077","PGAM5","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",59.33,1360,2.18569216143075,3.57844505975398e-06
"ENSG00000143013","LMO4","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",51.03,1106,1.57070833949996,3.62603423863682e-06
"ENSG00000101542","CDH20","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",53.03,2769,2.30547560745587,3.63926666736785e-06
"ENSG00000105568","PPP2R1A","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",58.55,845,-1.92031095807965,3.67478621536269e-06
"ENSG00000081059","TCF7","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",58.61,797.5,2.68222028560617,3.70016562205879e-06
"ENSG00000179604","CDC42EP4","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",61.21,660,-2.30436493811419,3.70016562205879e-06
"ENSG00000049656","CLPTM1L","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",54.3,629.5,1.99065346693728,3.71486416697745e-06
"ENSG00000104218","CSPP1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",40.81,3140.5,2.0712554233743,3.7827443925305e-06
"ENSG00000036530","CYP46A1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",59.88,1597,5.38229457503969,3.80914876215124e-06
"ENSG00000170846","ENSG00000170846","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",53.57,2015,2.43580484385686,3.8167446855695e-06
"ENSG00000234545","FAM133B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",37.04,854,2.35698617286059,3.84424242741681e-06
"ENSG00000124575","H1-3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",52.58,776,2.79329786811377,3.89166873604752e-06
"ENSG00000135272","MDFIC","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",45.45,615.5,3.10773551557283,3.89166873604752e-06
"ENSG00000136942","RPL35","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",57.7,571,2.03967836235874,3.89166873604752e-06
"ENSG00000118523","CCN2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",51.45,2338,3.81607414979121,4.06049379236941e-06
"ENSG00000067445","TRO","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",52.42,842,-2.48822534406766,4.11488390137808e-06
"ENSG00000172296","SPTLC3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",43.29,608.5,4.47231612098286,4.13730097846877e-06
"ENSG00000079313","REXO1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",64.36,994.5,2.92189936203412,4.13730097846877e-06
"ENSG00000100485","SOS2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",40.4,1478.5,2.32438311461799,4.29075319439047e-06
"ENSG00000090470","PDCD7","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",52.1,557,2.19341431656807,4.29075319439047e-06
"ENSG00000165914","TTC7B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",52.4,685,2.44965876383702,4.29075319439047e-06
"ENSG00000250571","GLI4","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",67.55,963,3.54337742466584,4.29075319439047e-06
"ENSG00000229117","RPL41","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",50.32,510,1.99618990706455,4.3521460381609e-06
"ENSG00000064651","SLC12A2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",38.97,3635,2.00441997663813,4.36890011556945e-06
"ENSG00000007520","TSR3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",65.71,929.5,2.94221297236547,4.37208282019962e-06
"ENSG00000166582","CENPV","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",50.91,735,3.35233956412603,4.41026904950974e-06
"ENSG00000128000","ZNF780B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",45.14,509,2.38123273917546,4.43863906869335e-06
"ENSG00000258405","ZNF578","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",43.15,3791,3.18354919470749,4.43863906869335e-06
"ENSG00000101421","CHMP4B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",52.5,1602,3.45136586945854,4.47584496016658e-06
"ENSG00000164062","APEH","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",58.32,854,-1.79822622892407,4.47584496016658e-06
"ENSG00000073578","SDHA","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",51.86,935,-1.84648004994989,4.4927970232516e-06
"ENSG00000198888","MT-ND1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",47.7,956,3.55708689495123,4.4927970232516e-06
"ENSG00000167548","KMT2D","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",58.61,1434,2.37319825241334,4.4927970232516e-06
"ENSG00000185453","ZSWIM9","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",64.97,2277,2.97617029425486,4.4927970232516e-06
"ENSG00000102900","NUP93","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",48.81,590,-1.5985410902901,4.4927970232516e-06
"ENSG00000174953","DHX36","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",38.42,719,1.73575522875157,4.4927970232516e-06
"ENSG00000286070","ENSG00000286070","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",58.09,1520.5,-4.45974063792722,4.4927970232516e-06
"ENSG00000075945","KIFAP3","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",40.09,2836,-1.6694957242871,4.55917012427395e-06
"ENSG00000173597","SULT1B1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",38.29,694,3.80664980488532,4.55917012427395e-06
"ENSG00000115977","AAK1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",50.43,965,1.62489101952832,4.59968190427303e-06
"ENSG00000099942","CRKL","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",51.74,3689.5,-2.05945693349748,4.61574063555318e-06
"ENSG00000176396","EID2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",50.1,1455,3.81199503859545,4.75332571472947e-06
"ENSG00000117640","MTFR1L","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",55.97,815,-1.63688886376252,4.75332571472947e-06
"ENSG00000067208","EVI5","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",40.21,2490,1.91448050813551,4.81989805012171e-06
"ENSG00000090863","GLG1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",49.27,2317,-1.73501364458737,4.81989805012171e-06
"ENSG00000137776","SLTM","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",43.5,712,1.44499526220958,4.90352704562929e-06
"ENSG00000022976","ZNF839","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",53.61,2037,2.31715963791512,4.98012374270143e-06
"ENSG00000136104","RNASEH2B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",42.29,1386.5,2.42613818019821,4.99377703521772e-06
"ENSG00000066697","MSANTD3","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",48.3,1748,1.62192479202118,4.99377703521772e-06
"ENSG00000171262","FAM98B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",36.67,1855.5,2.42003292847516,4.99377703521772e-06
"ENSG00000163254","CRYGC","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",56.78,627,8.34429914166595,5.08347407940973e-06
"ENSG00000197771","MCMBP","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",43.03,2298,2.05617576848066,5.10591420248444e-06
"ENSG00000182774","RPS17","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",48.98,583,2.75367291360467,5.10591420248444e-06
"ENSG00000085224","ATRX","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",38.28,725,1.59701348273073,5.10591420248444e-06
"ENSG00000130024","PHF10","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",40.54,1909,1.81124237741354,5.15371762661588e-06
"ENSG00000188026","RILPL1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",53.29,2389,2.64293445338938,5.20444911767599e-06
"ENSG00000119878","CRIPT","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",41.3,4023.5,2.11597681544586,5.31400572956471e-06
"ENSG00000164684","ZNF704","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",45.58,566.5,1.88218041647074,5.31400572956471e-06
"ENSG00000110436","SLC1A2","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",48.08,2148.5,-3.05022114233165,5.39467296734971e-06
"ENSG00000133884","DPF2","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",54.18,2378,-1.78425183662075,5.5676979289366e-06
"ENSG00000152234","ATP5F1A","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",47.6,781.5,-1.68436083390131,5.72553620728395e-06
"ENSG00000256043","CTSO","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",40.08,2914.5,4.13048126856272,5.72553620728395e-06
"ENSG00000142453","CARM1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",60.89,1050,2.55490234790213,5.72553620728395e-06
"ENSG00000103126","AXIN1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",63.5,3324,2.21649515723641,5.85769307027867e-06
"ENSG00000099194","SCD","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",46.5,5245,-2.64812196783674,5.87674461923453e-06
"ENSG00000152092","ASTN1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",55.96,3685,-2.35546308643074,5.91428486413962e-06
"ENSG00000272333","KMT2B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",62.17,1339,2.90747787196451,6.00367674101182e-06
"ENSG00000288722","F8A1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",64.67,1707,3.49633946273523,6.00367674101182e-06
"ENSG00000166333","ILK","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",55.65,1253,-1.82773770855025,6.10780542172709e-06
"ENSG00000125534","PPDPF","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",69.52,552.5,3.36280495579442,6.13135483824013e-06
"ENSG00000148120","AOPEP","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",49.84,942,2.17301489168173,6.13135483824013e-06
"ENSG00000204104","TRAF3IP1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",46.64,1070,3.60643119430015,6.1742784211869e-06
"ENSG00000273983","H3C8","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",58.27,496,4.05692438196894,6.1742784211869e-06
"ENSG00000242715","CCDC169","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",42.27,854,3.16164305743707,6.1742784211869e-06
"ENSG00000197780","TAF13","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",41.9,814,2.39289577310397,6.1742784211869e-06
"ENSG00000243943","ZNF512","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",44.87,3466,-1.46504114982387,6.1742784211869e-06
"ENSG00000134508","CABLES1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",51.61,594,3.70975399456585,6.17906517438925e-06
"ENSG00000183648","NDUFB1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",48.03,458,1.68316445266365,6.17906517438925e-06
"ENSG00000215193","PEX26","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",47.5,18445,1.95441384950078,6.4331783647429e-06
"ENSG00000068028","RASSF1","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",59.63,1751,-2.17466986727158,6.54477109139311e-06
"ENSG00000285458","ENSG00000285458","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",42.74,1507,3.15339156366119,6.54477109139311e-06
"ENSG00000198157","HMGN5","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",39.67,720,2.38307874795488,6.54477109139311e-06
"ENSG00000197753","LHFPL5","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",51.15,2067,4.509353039556,6.54477109139311e-06
"ENSG00000143952","VPS54","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",39.02,3965.5,2.54340824532498,6.55181316688258e-06
"ENSG00000158859","ADAMTS4","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",54.76,1961,2.23376313842569,6.57498318393755e-06
"ENSG00000171724","VAT1L","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",45.1,2203,-3.25044185733346,6.57498318393755e-06
"ENSG00000171634","BPTF","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",43.87,1766.5,1.61200119501441,6.57498318393755e-06
"ENSG00000179965","ZNF771","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",58.56,1761.5,2.87986571894004,6.57498318393755e-06
"ENSG00000168309","FAM107A","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",58.04,2215,-3.60455026665619,6.57918372121414e-06
"ENSG00000102316","MAGED2","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",54.83,1811,-1.96721657487262,6.5946867458969e-06
"ENSG00000153015","CWC27","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",38.94,1968,1.43341097551449,6.5946867458969e-06
"ENSG00000047849","MAP4","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",50.6,2282,-1.85872365434866,6.61478226879725e-06
"ENSG00000159692","CTBP1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",62.26,879,1.87203109168011,6.66727701796041e-06
"ENSG00000146063","TRIM41","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",60.52,2696,2.58588382012763,6.74377471370053e-06
"ENSG00000162735","PEX19","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",51.35,765,-1.71344990412971,6.76076723197792e-06
"ENSG00000157540","DYRK1A","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",44.2,1764,1.74150054105567,6.77881530189722e-06
"ENSG00000135736","CCDC102A","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",63.47,1655,2.98903127541838,6.80639014996266e-06
"ENSG00000144645","OSBPL10","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",51.39,576.5,2.64739593492159,6.8161464745523e-06
"ENSG00000154479","CFAP210","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",37.3,569,2.84753378840791,6.8161464745523e-06
"ENSG00000204469","PRRC2A","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",57.55,836,2.03968470239152,6.8161464745523e-06
"ENSG00000148950","IMMP1L","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",42,519,1.42808577896403,6.8161464745523e-06
"ENSG00000161671","EMC10","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",62.74,1768,3.02388577641514,6.8161464745523e-06
"ENSG00000133858","ZFC3H1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",37.14,795.5,1.65422402215136,6.8161464745523e-06
"ENSG00000171612","SLC25A33","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",45.9,3865,2.74477750646024,6.8161464745523e-06
"ENSG00000101190","TCFL5","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",54.98,2539,2.98688583837901,6.8161464745523e-06
"ENSG00000261308","FIGNL2","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",64.95,4705,3.7198362881198,6.8161464745523e-06
"ENSG00000255639","ENSG00000255639","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",46.76,864,-3.0680570957522,6.8161464745523e-06
"ENSG00000099364","FBXL19","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",65.67,2941,3.9725646466256,6.85106574162826e-06
"ENSG00000188483","IER5L","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",64.98,2710,2.65418450313082,6.86762391072265e-06
"ENSG00000248333","CDK11B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",56.78,2490,2.05999478159855,6.87974052948216e-06
"ENSG00000133030","MPRIP","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",55.42,844,1.69031181320032,6.87974052948216e-06
"ENSG00000149091","DGKZ","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",63.52,2345.5,1.9576166219014,6.87974052948216e-06
"ENSG00000120889","TNFRSF10B","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",53.7,1069,-2.12115899527239,6.93582498477085e-06
"ENSG00000258643","BCL2L2-PABPN1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",55.68,1366,2.88716707574537,6.99800600188551e-06
"ENSG00000156869","FRRS1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",42.5,1304,2.47809788203707,7.01696508006968e-06
"ENSG00000148110","MFSD14B","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",42.24,2595.5,2.10356510919836,7.0703030434077e-06
"ENSG00000169184","MN1","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",53.72,1856,1.98315865804166,7.0825937191205e-06
"ENSG00000176986","SEC24C","Stage 1 (LR D45 vs SR D25+D65)","Down in long read",53.14,3424,-2.33082399470974,7.10151216107456e-06
"ENSG00000241343","RPL36A","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",43.95,700.5,3.00074187719469,7.10151216107456e-06
"ENSG00000169718","DUS1L","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",63.5,988.5,2.66964050226858,7.11609234730714e-06
"ENSG00000081665","ZNF506","Stage 1 (LR D45 vs SR D25+D65)","Up in long read",43.08,949.5,4.17688480234818,7.11609234730714e-06
