isoform_id	EP1-BRN3B-RO	EP1-WT_ROs_D45	EP1-WT_hRO_2	H9-BRN3B-RO	H9-CRX_ROs_D45
ENST00000395343.6	6	7	8	9	6
ENST00000413823.1	23	37	61	26	35
ENST00000439880.6	1	1	2	1	7
ENST00000462630.5	13	6	3	6	10
ENST00000467519.5	1	3	2	3	2
ENST00000467857.1	7	6	3	8	7
ENST00000481038.5	7	2	3	7	6
ENST00000492135.5	38	172	20	16	154
ENST00000492344.1	6	0	0	40	18
ENST00000492698.1	3	4	11	0	3
ENST00000492931.6	4	5	1	1	1
ENST00000495695.1	29	18	33	28	26
ENST00000536532.6	1	3	0	1	1
ENST00000611732.4	4	20	5	1	24
ENST00000612233.1	153	65	49	81	64
ENST00000635465.1	139	9	23	192	8
ENST00000695889.1	0	4	0	2	5
ENST00000695949.1	7	12	1	5	10
ENST00000695996.1	1	1	0	1	0
ENST00000696006.1	1	1	0	0	1
ENST00000696060.1	0	1	3	2	0
ENST00000696073.1	3	0	2	2	1
ENST00000696806.1	3	2	0	0	7
ENST00000696807.1	2	4	1	0	5
ENST00000696808.1	13	28	9	15	36
ENST00000696894.1	29	72	33	13	77
transcript11065.chr20.nic	6	3	0	4	6
transcript11589.chr20.nic	26	19	10	12	12
transcript11983.chr20.nic	11	1	11	12	0
transcript13272.chr20.nnic	1	0	0	7	0
transcript13313.chr20.nic	2	3	0	3	3
transcript13387.chr20.nic	5	3	2	8	0
transcript13434.chr20.nic	1	2	9	2	3
transcript13546.chr20.nic	2	5	0	7	5
transcript13548.chr20.nic	3	1	1	1	2
transcript13637.chr20.nic	2	8	1	9	12
transcript13638.chr20.nic	0	2	0	6	0
transcript20887.chr20.nnic	37	16	3	31	31
transcript20939.chr20.nnic	14	4	26	17	13
transcript21016.chr20.nic	46	6	36	49	8
transcript21714.chr20.nnic	3	5	8	1	6
transcript31914.chr20.nnic	1	0	0	4	2
transcript38618.chr20.nnic	47	18	39	40	24
transcript49069.chr20.nic	23	51	30	7	32
transcript53153.chr20.nnic	1	3	2	1	1
transcript53203.chr20.nic	1	3	1	2	4
transcript53228.chr20.nic	11	15	5	7	14
transcript53274.chr20.nnic	2	1	1	1	2
transcript53600.chr20.nic	9	9	6	9	4
transcript53946.chr20.nic	5	2	2	17	0
transcript54046.chr20.nnic	17	5	39	30	17
transcript56556.chr20.nnic	38	85	16	33	62
transcript56726.chr20.nic	31	19	32	29	20
transcript63519.chr20.nnic	40	0	1	56	1
transcript66813.chr20.nnic	37	61	17	32	60
transcript6896.chr20.nnic	3	11	1	3	9
transcript71509.chr20.nic	14	23	3	24	34
transcript72286.chr20.nnic	13	7	3	11	11
transcript72289.chr20.nic	25	7	7	10	9
transcript74062.chr20.nnic	18	1	0	8	0
transcript74341.chr20.nic	13	7	7	8	5
transcript74342.chr20.nic	15	16	3	13	18
transcript75918.chr20.nnic	88	90	104	67	106
transcript8743.chr20.nnic	8	4	9	11	4
transcript8749.chr20.nnic	12	4	5	12	3
ENST00000291688.6	0	3	4	2	2
ENST00000330938.8	488	588	195	238	561
ENST00000357345.7	3	0	3	3	1
ENST00000359568.10	12	15	5	6	11
ENST00000361866.8	135	245	74	99	255
ENST00000381540.7	54	81	19	44	71
ENST00000382491.7	6	8	0	6	5
ENST00000397708.1	0	3	0	3	2
ENST00000397887.7	92	90	89	60	102
ENST00000413017.2	11	2	2	14	3
ENST00000420072.5	20	17	11	11	9
ENST00000426537.1	1	3	4	3	4
ENST00000429236.5	4	0	0	4	0
ENST00000429827.5	9	7	9	12	14
ENST00000438952.5	181	35	108	204	40
ENST00000440526.5	0	1	2	1	3
ENST00000466474.6	10	4	2	5	9
ENST00000467026.5	56	36	52	36	31
ENST00000468349.1	8	5	11	9	2
ENST00000480893.5	13	7	11	11	9
ENST00000480896.5	2	7	2	4	11
ENST00000481113.1	1	4	4	1	4
ENST00000486023.1	18	8	15	13	64
ENST00000486937.5	17	5	9	20	7
ENST00000490468.5	13	23	4	19	26
ENST00000496607.5	8	6	3	8	3
ENST00000498614.5	401	380	672	304	556
ENST00000630077.3	6	7	3	3	2
ENST00000674204.1	13	2	8	11	0
transcript140304.chr21.nic	7	0	2	8	0
transcript155191.chr21.nic	56	40	23	51	39
transcript157971.chr21.nic	14	19	3	18	24
transcript157972.chr21.nic	21	38	8	24	28
transcript157995.chr21.nic	5	23	3	7	17
transcript158299.chr21.nic	17	20	8	9	12
transcript158479.chr21.nic	13	24	16	14	14
transcript159272.chr21.nnic	64	91	81	39	96
transcript159588.chr21.nic	17	8	8	26	27
ENST00000216129.7	64	158	39	59	173
ENST00000216218.8	213	236	120	201	229
ENST00000263207.8	43	30	27	42	60
ENST00000327423.11	126	146	71	114	123
ENST00000332035.10	21	19	7	32	20
ENST00000333395.11	17	12	4	9	18
ENST00000360091.3	123	68	77	91	100
ENST00000397938.7	505	495	163	314	370
ENST00000403663.6	157	137	64	125	132
ENST00000406548.5	269	335	57	199	273
ENST00000407319.7	13	10	11	10	6
ENST00000461722.1	1	1	2	1	0
ENST00000469669.5	22	15	11	17	21
ENST00000479135.5	37	36	16	36	28
ENST00000483415.5	38	44	15	34	24
ENST00000484711.1	2	3	3	3	6
ENST00000487793.5	9	7	7	2	11
ENST00000492485.5	34	33	87	20	51
ENST00000644935.1	256	108	146	119	92
transcript100339.chr22.nnic	6	5	1	0	5
transcript109251.chr22.nic	172	262	294	169	332
transcript109428.chr22.nic	682	563	195	715	450
transcript116974.chr22.nnic	1	1	8	3	3
transcript117853.chr22.nic	5	1	1	4	4
transcript68963.chr22.nic	9	24	4	8	33
transcript68992.chr22.nic	10	1	6	3	5
transcript69024.chr22.nic	11	8	6	13	10
transcript69717.chr22.nnic	19	13	12	10	14
transcript70068.chr22.nnic	26	15	21	1	0
transcript90232.chr22.nic	13	6	3	10	6
transcript92329.chr22.nic	5	24	1	13	24
transcript92346.chr22.nnic	8	13	3	13	15
transcript100701.chrM.nnic	5730	3475	2123	7472	4397
transcript101511.chrM.nnic	7562	197	2673	6723	319
transcript101863.chrM.nnic	491	259	363	366	462
transcript102223.chrM.nnic	303	93	163	332	111
transcript102255.chrM.nnic	353	573	145	361	481
transcript102430.chrM.nnic	951	192	697	2438	1130
transcript95935.chrM.nnic	890	781	487	956	709
transcript97053.chrM.nnic	617	364	177	543	402
transcript98713.chrM.nnic	720	246	280	637	247
transcript98877.chrM.nnic	2389	840	1174	2724	1019
transcript99457.chrM.nnic	1269	1096	317	1352	1350
transcript99516.chrM.nnic	3410	2043	975	3337	4034
transcript99838.chrM.nnic	236	140	140	207	205
ENST00000055335.11	37	11	18	37	15
ENST00000173898.12	39	64	11	16	44
ENST00000246139.9	41	16	4	31	21
ENST00000310441.12	138	213	58	118	319
ENST00000355899.8	34	112	18	16	45
ENST00000359680.9	8	22	10	4	8
ENST00000361298.9	114	76	55	36	49
ENST00000369984.4	10	11	1	15	18
ENST00000370526.5	75	71	51	80	105
ENST00000372634.1	576	433	348	288	346
ENST00000372635.1	34	32	5	7	22
ENST00000372645.3	1023	1070	339	417	664
ENST00000373316.5	692	264	422	609	278
ENST00000373619.7	18	0	0	19	1
ENST00000374941.9	119	115	38	74	85
ENST00000375022.8	16	14	6	12	11
ENST00000376188.1	47	14	20	58	15
ENST00000380578.1	32	9	23	23	5
ENST00000398097.7	4	10	4	8	20
ENST00000429794.1	27	1	16	35	9
ENST00000431381.5	8	0	0	3	0
ENST00000444191.5	311	314	233	313	532
ENST00000445561.5	24	15	15	11	11
ENST00000447750.7	508	758	283	402	562
ENST00000452830.5	2	4	3	2	4
ENST00000453707.6	3	0	0	4	1
ENST00000460721.1	85	71	167	94	120
ENST00000468483.5	29	8	20	17	26
ENST00000476531.1	1351	374	1782	1516	522
ENST00000481304.5	46	9	16	31	29
ENST00000492706.5	6	6	6	2	5
ENST00000498762.1	1	1	2	1	0
ENST00000519382.1	3	3	1	3	2
ENST00000539310.5	221	447	142	157	283
ENST00000608623.1	174	42	81	112	25
ENST00000608788.6	4	4	5	3	1
ENST00000609143.7	24	25	10	19	8
ENST00000609401.6	17	19	8	16	21
ENST00000617601.4	105	41	56	74	91
ENST00000662156.1	17	6	5	6	0
ENST00000665831.1	9	11	2	8	8
ENST00000669422.1	29	16	5	29	11
ENST00000671033.1	9	7	3	2	2
ENST00000683569.1	5	3	0	1	0
transcript10453.chrX.nic	55	13	4	31	27
transcript10532.chrX.nic	15	4	3	15	16
transcript109464.chrX.nic	164	155	82	70	91
transcript110077.chrX.nnic	549	370	490	526	385
transcript29613.chrX.nnic	3	2	4	10	8
transcript29657.chrX.nnic	15	14	2	12	19
transcript35828.chrX.nic	23	55	30	12	14
transcript35848.chrX.nic	67	80	29	31	51
transcript35853.chrX.nic	30	8	2	17	2
transcript35854.chrX.nic	7	18	5	7	12
transcript36001.chrX.nnic	61	34	57	32	53
transcript36165.chrX.nic	6	3	4	3	10
transcript36591.chrX.nic	6	5	3	2	0
transcript37762.chrX.nic	24	8	20	17	13
transcript39406.chrX.nic	15	2	3	10	6
transcript39542.chrX.nnic	8	4	2	9	5
transcript42551.chrX.nic	8	1	5	6	4
transcript42568.chrX.nic	8	2	1	1	3
transcript44476.chrX.nic	6	11	7	9	4
transcript44940.chrX.nic	14	12	14	6	9
transcript5331.chrX.nnic	17	17	6	9	6
transcript5519.chrX.nnic	2	2	1	2	0
transcript5670.chrX.nic	1	2	0	5	0
transcript6446.chrX.nic	6	1	0	3	0
transcript6448.chrX.nic	15	14	5	7	5
transcript84358.chrX.nic	1	6	11	0	2
transcript84422.chrX.nic	14	66	0	11	30
